cue_x,cue_y,one_x,one_y,two_x,two_y,speed,vspin,hspin
0.19471189218404703,0.822451398689247,0.7950083794488112,0.42107155649744654,0.42019455358560176,1.3754971159343858,1.7,-0.09999999999999998,0.09999999999999998
0.35752017357435556,0.6792501102438498,0.20128264655279354,0.19232928880600003,0.9470220805588939,1.2270509787980823,1.55,-0.19999999999999996,-0.1
0.24110124798483415,0.1424752321895084,0.031784619879129485,0.9358309775775774,0.5245460482306604,1.9398603213821533,3.05,0.0,-0.2
0.21315459185674068,0.3309624677484091,0.3373650461755607,0.7356730256361812,0.6567082675150852,1.6288022375811468,1.55,0.10000000000000009,0.0
0.1952987258143036,0.21160246246290676,0.4644179637601277,1.4891836618618863,0.8252649876898754,0.5852930991419663,1.4,-0.09999999999999998,0.0
0.35975100581559466,0.3534307508633769,0.7358010061627684,1.7782066466695952,0.15212086375848766,1.2946511425217822,0.95,0.0,0.0
0.30629771752643953,0.8473043130161217,0.24827691600368662,1.7794477151267045,0.6023370436434472,0.8580455162966076,1.8499999999999999,0.20000000000000007,0.3
0.1895259437981794,0.6344493090455995,0.47987648025682667,0.7785266498235219,0.6880191477136427,1.0168154968516656,1.55,-0.09999999999999998,0.0
0.39667315862445485,0.8408814119132156,0.24923028574280842,0.3100580255882768,0.31036879655839705,1.8435719212860595,1.55,0.30000000000000004,-0.2
0.2618440703262958,0.8318917631178074,0.07065827153380086,1.1319982735019085,0.5063787121666101,0.6142949351352389,1.55,-0.09999999999999998,0.0
0.3659223608978785,0.0534356803662842,0.6766561165761953,0.4182597035313045,0.0286496676208573,0.2218305129733959,1.55,0.1,0.3
0.2403494974734379,0.7863362528706209,0.6428659259487018,0.0572513318041942,0.1302439706116847,1.1659511882047682,1.4,0.0,-0.3
0.4050250161166568,0.7267647059757899,0.0712541345529184,0.468453165885046,0.6916459362878795,1.2201257987336631,1.85,0.0,-0.2
0.3369507931829307,0.5946128512623531,0.0815101976503822,1.4563953921877104,0.4593954529854661,1.2110904472672654,2.15,-0.0999999999999999,0.0999999999999999
0.2650939792305637,0.3291107622009176,0.6410022110114263,0.7136212312255767,0.8197903134068042,1.392272933044028,1.1,-0.3,0.0
0.2542798325424801,0.9376982832631916,0.2950875013591038,1.526030197059082,0.8971333337412154,0.5457845585880995,1.1,-0.0999999999999999,0.0
0.0471118911899259,0.8752786797625544,0.5742069110282438,0.1776095371041672,0.9188774766916484,1.648681547579594,1.85,0.5,0.0999999999999999
