cue_x,cue_y,one_x,one_y,two_x,two_y,speed,vspin,hspin
0.401489881190832,1.8629865346662857,0.9308351254490552,0.7625319155838701,0.09086502531768362,0.2923407899416233,2.9,0.0,0.020000000000000018
0.7003648471834506,1.296805200797799,0.4476837415429173,1.091492725995973,0.8894772960712256,0.6859892588673819,3.5,-0.04999999999999999,-0.18
0.9399844159285664,1.1053085608072502,0.33092087786189495,1.4990617453678379,0.2189588087227849,0.12037834358529403,2.15,0.0,0.020000000000000018
0.168192854801704,1.3186832723841182,0.6983181920995835,1.7645074201774382,0.5489115192018255,0.690890331192497,1.55,0.050000000000000044,0.10000000000000003
0.3861759226515438,1.7569454101267097,0.9524444911216983,1.4940806350934002,0.6969067928323408,1.9360622724000647,2.15,0.0,0.020000000000000018
0.6667529894068093,0.36487909244079775,0.6802197345040734,1.5506047878795528,0.2916120229753583,0.41469056607052435,1.4,0.10000000000000009,0.020000000000000018
0.8732163651839744,1.1012429299089028,0.6037917226186984,0.8827825099967511,0.9181520517500725,0.4928443834702271,1.8499999999999999,0.0,-0.21999999999999997
0.44701701500913793,1.440767285610816,0.2536900665262442,1.6272450421320572,0.3040904674016439,1.0116312468968907,1.4,0.0,0.020000000000000018
0.14782188542130761,0.9755740618863558,0.519729663607511,1.4877482579522145,0.6246834792774403,0.2342934455943126,3.1999999999999997,0.45000000000000007,0.06
0.10233538372607424,1.2775018827028584,0.9158372746346858,1.4554974507699847,0.07247254879417846,0.4261565659013713,2.15,-0.04999999999999999,-0.06
0.08834746675162156,1.181381422005329,0.7011474909657391,0.8260528022515982,0.03824407546305935,0.4374602144468015,3.05,0.0,0.020000000000000018
0.9508188361002975,0.39901203902038784,0.2480448931584372,0.9811059130515943,0.5200525774613446,0.47727210412838184,1.4,0.050000000000000044,0.020000000000000018
0.21481648178152907,0.3062335645081584,0.7947746201265337,1.3739037372392506,0.6041956451000248,1.854028737330042,1.55,0.20000000000000007,0.020000000000000018
0.8492653183916268,0.8852698134600764,0.753745070347553,0.2782551078237898,0.5672186785906682,0.9688127817975954,1.25,0.0,0.020000000000000018
0.5035743564515622,0.06583257538250999,0.22449748688639737,1.4370955041571882,0.2493195883557758,0.08766741077384119,2.45,0.30000000000000004,0.020000000000000018
0.5791750487638104,1.1323620859580366,0.12170255810235786,1.6477127124991524,0.04022930652978585,0.8601429091822292,2.75,-0.45,0.020000000000000018
0.13568952691626915,0.9241508620120881,0.41869562152836043,1.6067981559117228,0.8697463750815615,0.3475238305383818,2.45,0.20000000000000007,0.06
0.09923945142153662,0.9668572653670133,0.04647492955950621,1.495929155294176,0.25258466474464303,0.5034365826092738,2.0,0.5,-0.019999999999999962
0.1925292527906892,1.2935482925655004,0.8941953521191283,1.1288806835515162,0.4176989068913325,1.53287031084686,0.65,-0.35,0.18
0.4924313964822857,0.836000067099642,0.3833069165339205,1.7893224292158902,0.18145011371604639,1.4036121372126105,2.15,0.0,0.020000000000000018
0.03310484903482528,1.1383948634283454,0.29544083947895583,0.9510036784746437,0.7225183278129833,1.0605664609734213,1.8499999999999999,-0.04999999999999999,0.020000000000000018
0.3504288693699822,1.0717987614114601,0.6624844946061784,0.7251803170683736,0.1677042999418748,0.6905607516137882,2.15,0.0,0.06
0.789816994287766,1.4754724985568473,0.5032404277430718,0.11144754163906591,0.4956683230865323,1.7065927425128373,1.25,0.0,0.020000000000000018
0.23234707394681137,0.520737045548496,0.4955770566601167,1.8803611514267775,0.08230612299851736,1.7494790528038744,1.55,0.0,0.020000000000000018
