cue_x,cue_y,one_x,one_y,two_x,two_y,speed,vspin,hspin
0.45324232874191334,0.768557379497575,0.8457461343008158,0.44029604940613615,0.12427226449807936,1.1845519427094273,1.55,-0.19999999999999996,0.19999999999999996
0.40965334202739645,0.10095286952681883,0.8152534429988698,1.151811092509,0.9580953485351794,0.1872622864447941,1.55,-0.3,0.0
0.23083223659440782,0.25182286313034113,0.42646618457988245,1.1327249374133639,0.6975068473573516,1.222009537448105,1.55,0.10000000000000009,0.3
0.1587889659120578,0.40531386105988565,0.604190594274392,0.5926186810100448,0.035105222546439,1.7581265414847125,1.8499999999999999,0.0,-0.3
0.035359057463624624,0.21187584970791487,0.5184033429984363,0.25413598684606226,0.6375842785625195,1.2010862665945718,1.55,-0.09999999999999998,0.0
0.37718157729427115,0.7612592299580668,0.1159844904081006,1.21291304323002,0.3710296627894709,1.0603038714212583,1.55,0.0,0.0
0.38279214742889245,0.47415793387793825,0.6166784260812459,1.4573654831873317,0.9284691482111359,0.48660854088304883,2.0,0.0,0.0
0.3882193039160982,0.9575758187714952,0.7414839852783608,0.3588062550209925,0.18170002958716527,0.5094924632851033,2.0,0.4,0.3
0.364249081734789,0.24381141314692265,0.4539646267252043,0.8343411865628818,0.22287770243678773,1.4476186539797813,1.55,-0.4,-0.2
0.21744639083369538,0.23486577017643293,0.684410183945286,1.0337836625381027,0.5947112345625806,0.30284635144287686,2.6,-0.19999999999999996,-0.1
0.22265161205366982,0.52993480098914,0.28961217845465415,1.6525926550126189,0.6059628467027232,1.102073999867399,1.1,-0.09999999999999998,0.0
0.2613363426563427,0.5933605189768035,0.30897656855234884,1.2496815259489205,0.04543964405865908,0.267582431908414,1.55,0.20000000000000007,0.3
0.13163030478980142,0.297634491237584,0.21423996938535575,0.8940057371211625,0.8111476469834223,1.065673448616998,1.55,0.4,0.0
0.4001175531945733,0.4450864738387791,0.41997659350641714,0.9321501175148089,0.7692384591263336,1.7163457015965673,1.4,-0.09999999999999998,-0.2
0.06696437330130635,0.1078408165347567,0.5394308941977279,1.3972493742090346,0.8158468059312068,1.589603281887476,1.55,-0.09999999999999998,-0.3
0.033349669641892274,0.6427713636626985,0.8748357060964311,1.3380740199414773,0.22256927015761416,1.4023811526485912,2.3,0.0,-0.1
0.06112120099172813,0.8786947190174037,0.6222704953152745,1.845075355476843,0.8722102838344578,0.48995605391405916,1.7,0.30000000000000004,0.0
0.10779139508821543,0.49216433921211594,0.28479908064090725,0.14146533148130702,0.6150074791974935,0.7584327788185136,1.55,0.30000000000000004,0.0
0.13601564635547853,0.12518439482113794,0.48504741286218395,0.3412090795680335,0.4763354477900922,1.266986532479326,2.0,-0.09999999999999998,0.3
0.1423049960991252,0.6996308191169969,0.21905047829679078,1.3570381525174204,0.047780867583370634,1.1291970665273952,1.7,0.20000000000000007,0.0
0.2834617508884643,0.06015578443184044,0.384472455071169,0.44525686702822087,0.18595559490615024,1.0191961104752865,1.7,0.0,0.0
0.4140273521503227,0.20087690310021078,0.12707944254404377,1.690848204967134,0.4938197494912378,1.2856355075924275,1.55,0.0,0.19999999999999996
0.07203203046048097,0.9483516700446786,0.48153929885418445,0.35776935668475496,0.04529251105132428,1.7102697930261759,1.55,0.0,0.0
0.20843695144078703,0.6479278939265237,0.8490003548826436,0.467881331858047,0.8131371310633947,0.8423402807508431,1.8499999999999999,0.0,-0.3
0.3295698814476919,0.677505518101189,0.7817366001532613,1.3295802951256597,0.8712498789645271,0.5635476127755868,1.4,-0.4,0.0
0.21613208872154094,0.7252431431040368,0.4382478386228575,0.34399087873325573,0.5000790848523117,1.5267044186172198,1.55,0.20000000000000007,0.0
0.09901859785325481,0.7409712107989651,0.31315513894247055,0.42679990651016586,0.488331732103541,1.4182462400822302,1.7,0.20000000000000007,0.0
0.4552621425257741,0.6304249067032368,0.9594358189208436,0.9477588488815746,0.1704630091372094,0.3986523951239556,1.55,0.0,0.09999999999999998
0.1415327772270293,0.6151110193422512,0.568744900129855,0.8000423851494579,0.6035767988900302,0.5117249074012066,1.55,-0.4,0.0
0.19082102451963032,0.6988797287165296,0.8645506334274913,0.7837100219251588,0.47697936657331724,1.5315493413539711,1.55,-0.19999999999999996,-0.3
0.26477670583769736,0.48216371586910883,0.04995988946314614,1.730460983032456,0.8208665994156915,0.9409140132559469,2.3,-0.3,0.3
0.36057156675024166,0.897275417338415,0.36769367331183056,0.279637110630447,0.9327416842101278,1.056160006142534,1.4,0.0,0.0
0.09444675481949105,0.4888201048181992,0.5155934293856906,1.4329719948889794,0.45803584463418384,0.8499939575960034,2.15,0.0,0.3
0.3554604816678702,0.2686229116412605,0.554112103223364,0.06550313652701409,0.30096582200487626,1.9456614634242284,1.1,0.4,0.0
